"2007 SCOTTISH LOCAL ELECTION RESULTS";;;;;;;;;;;;;;;;;;;
"District";"Ward";"Candidate";"Party";"First prefs";"Elected";;;;;;;;;;;;;;
"Midlothian";"Bonnyrigg";"Jack Aitchison ";"Lab";1530;1;;;;;;;;;;;;;;
"Midlothian";"Bonnyrigg";"Derek Milligan ";"Lab";1383;1;;;;;;;;;;;;;;
"Midlothian";"Bonnyrigg";"Ian Baxter ";"Grn";650;;;;;;;;;;;;;;;
"Midlothian";"Bonnyrigg";"John Stoddart ";"C";600;;;;;;;;;;;;;;;
"Midlothian";"Bonnyrigg";"Neil Bennet ";"SSP";138;;;;;;;;;;;;;;;
"Midlothian";"Bonnyrigg";"Chris Moyers ";"Sol";71;;;;;;;;;;;;;;;
"Midlothian";"Dalkeith";"Craig Statham ";"SNP";1333;1;;;;;;;;;;;;;;
"Midlothian";"Dalkeith";"Alex Bennett ";"Lab";1331;1;;;;;;;;;;;;;;
"Midlothian";"Dalkeith";"Margot Russell ";"Lab";761;1;;;;;;;;;;;;;;
"Midlothian";"Dalkeith";"Ray Prior ";"LD";657;;;;;;;;;;;;;;;
"Midlothian";"Dalkeith";"Rosemary McDougall ";"C";217;;;;;;;;;;;;;;;
"Midlothian";"Dalkeith";"Alan Boyce ";"Sol";94;;;;;;;;;;;;;;;
"Midlothian";"Dalkeith";"Bob Goupillot ";"SSP";60;;;;;;;;;;;;;;;
"Midlothian";"Midlothian E.";"Lisa Beattie ";"SNP";1988;1;;;;;;;;;;;;;;
"Midlothian";"Midlothian E.";"Peter Boyes ";"Lab";1357;1;;;;;;;;;;;;;;
"Midlothian";"Midlothian E.";"Katie Moffat ";"LD";831;1;;;;;;;;;;;;;;
"Midlothian";"Midlothian E.";"Robin Traquair ";"C";812;;;;;;;;;;;;;;;
"Midlothian";"Midlothian E.";"Bob Jenkins ";"Lab";617;;;;;;;;;;;;;;;
"Midlothian";"Midlothian E.";"Derek Duncan ";"Sol";82;;;;;;;;;;;;;;;
"Midlothian";"Midlothian E.";"Murray Court ";"SSP";63;;;;;;;;;;;;;;;
"Midlothian";"Midlothian S.";"Colin Beattie ";"SNP";1892;1;;;;;;;;;;;;;;
"Midlothian";"Midlothian S.";"Wilma Chalmers ";"Lab";1336;1;;;;;;;;;;;;;;
"Midlothian";"Midlothian S.";"James Muirhead ";"Lab";1184;1;;;;;;;;;;;;;;
"Midlothian";"Midlothian S.";"Peter Smaill ";"C";486;;;;;;;;;;;;;;;
"Midlothian";"Midlothian S.";"Willie Duncan ";"Sol";84;;;;;;;;;;;;;;;
"Midlothian";"Midlothian S.";"John Carroll ";"SSP";80;;;;;;;;;;;;;;;
"Midlothian";"Midlothian W.";"Owen Thompson ";"SNP";1981;1;;;;;;;;;;;;;;
"Midlothian";"Midlothian W.";"Russell Imrie ";"Lab";1506;1;;;;;;;;;;;;;;
"Midlothian";"Midlothian W.";"Les Thacker ";"LD";868;1;;;;;;;;;;;;;;
"Midlothian";"Midlothian W.";"Andrew Hardie ";"C";634;;;;;;;;;;;;;;;
"Midlothian";"Midlothian W.";"Elizabeth Veitch ";"Ind";259;;;;;;;;;;;;;;;
"Midlothian";"Midlothian W.";"George Purcell ";"Ind";220;;;;;;;;;;;;;;;
"Midlothian";"Midlothian W.";"Pat Kenny ";"Ind";188;;;;;;;;;;;;;;;
"Midlothian";"Midlothian W.";"Lynn Leitch ";"SSP";108;;;;;;;;;;;;;;;
"Midlothian";"Midlothian W.";"George McCleery ";"HEP";105;;;;;;;;;;;;;;;
"Midlothian";"Midlothian W.";"Brian Cranston ";"Sol";99;;;;;;;;;;;;;;;
"Midlothian";"Penicuik";"Margaret Wilson ";"SNP";2307;1;;;;;;;;;;;;;;
"Midlothian";"Penicuik";"Adam Montgomery ";"Lab";1554;1;;;;;;;;;;;;;;
"Midlothian";"Penicuik";"Ken Brown ";"LD";1001;1;;;;;;;;;;;;;;
"Midlothian";"Penicuik";"Sheila Thacker ";"LD";974;;;;;;;;;;;;;;;
"Midlothian";"Penicuik";"Sandy Forrest ";"C";694;;;;;;;;;;;;;;;
"Midlothian";"Penicuik";"Jackie Moyers ";"Sol";64;;;;;;;;;;;;;;;
"Midlothian";"Penicuik";"Norman Gilfillan ";"SSP";62;;;;;;;;;;;;;;;
"Moray";"Buckie";"Gordon McDonald ";"SNP";1188;1;;;;;;;;;;;;;;
"Moray";"Buckie";"Anne McKay ";"Ind";708;1;;;;;;;;;;;;;;
"Moray";"Buckie";"Joe Mackay ";"Ind";698;1;;;;;;;;;;;;;;
"Moray";"Buckie";"John Leslie ";"Lab";507;;;;;;;;;;;;;;;
"Moray";"Buckie";"Ian Moir ";"C";397;;;;;;;;;;;;;;;
"Moray";"Buckie";"Bruce Smith ";"Ind";169;;;;;;;;;;;;;;;
"Moray";"Elgin City N.";"Mike Shand ";"SNP";1500;1;;;;;;;;;;;;;;
"Moray";"Elgin City N.";"Barry Jarvis ";"Lab";866;1;;;;;;;;;;;;;;
"Moray";"Elgin City N.";"John Russell ";"Ind";671;1;;;;;;;;;;;;;;
"Moray";"Elgin City N.";"Frank Brown ";"C";592;;;;;;;;;;;;;;;
"Moray";"Elgin City S.";"Graham Leadbitter ";"SNP";1304;1;;;;;;;;;;;;;;
"Moray";"Elgin City S.";"John Divers ";"Lab";1132;1;;;;;;;;;;;;;;
"Moray";"Elgin City S.";"Alastair Bisset ";"Ind";904;1;;;;;;;;;;;;;;
"Moray";"Elgin City S.";"Dennis Thompson ";"C";592;;;;;;;;;;;;;;;
"Moray";"Fochabers Lhanbryde";"Anita McDonald ";"SNP";1159;1;;;;;;;;;;;;;;
"Moray";"Fochabers Lhanbryde";"Douglas Ross ";"C";727;1;;;;;;;;;;;;;;
"Moray";"Fochabers Lhanbryde";"George McIntyre ";"Ind";608;1;;;;;;;;;;;;;;
"Moray";"Fochabers Lhanbryde";"Lans Bangura ";"Lab";440;;;;;;;;;;;;;;;
"Moray";"Fochabers Lhanbryde";"Eddie Coutts ";"Ind";374;;;;;;;;;;;;;;;
"Moray";"Fochabers Lhanbryde";"Paul McBain ";"Ind";333;;;;;;;;;;;;;;;
"Moray";"Fochabers Lhanbryde";"Peter Horton ";"LD";287;;;;;;;;;;;;;;;
"Moray";"Fochabers Lhanbryde";"Gordon Davidson ";"Ind";56;;;;;;;;;;;;;;;
"Moray";"Fochabers Lhanbryde";"Alan Bodman ";"Ind";32;;;;;;;;;;;;;;;
"Moray";"Forres";"Irene Ogilvie ";"SNP";1602;1;;;;;;;;;;;;;;
"Moray";"Forres";"Iain Young ";"C";1546;1;;;;;;;;;;;;;;
"Moray";"Forres";"Jeff Hamilton ";"Ind";716;1;;;;;;;;;;;;;;
"Moray";"Forres";"Lee Bell ";"Ind";482;1;;;;;;;;;;;;;;
"Moray";"Forres";"Thomas Anderson ";"SSCUP";438;;;;;;;;;;;;;;;
"Moray";"Forres";"Pat Carroll ";"Ind";326;;;;;;;;;;;;;;;
"Moray";"Forres";"Rick Walker ";"Ind";261;;;;;;;;;;;;;;;
"Moray";"Heldon & Laich";"David Stewart ";"SNP";1646;1;;;;;;;;;;;;;;
"Moray";"Heldon & Laich";"Eric McGillivray ";"Ind";813;1;;;;;;;;;;;;;;
"Moray";"Heldon & Laich";"John Hogg ";"Ind";744;1;;;;;;;;;;;;;;
"Moray";"Heldon & Laich";"Allan Wright ";"C";606;1;;;;;;;;;;;;;;
"Moray";"Heldon & Laich";"Chris Tuke ";"Ind";531;;;;;;;;;;;;;;;
"Moray";"Heldon & Laich";"Harry Halkett ";"Ind";354;;;;;;;;;;;;;;;
"Moray";"Heldon & Laich";"Eric Paton ";"Ind";254;;;;;;;;;;;;;;;
"Moray";"Heldon & Laich";"Des Donaldson ";"Ind";155;;;;;;;;;;;;;;;
"Moray";"Heldon & Laich";"Martyn Harris ";"Ind";114;;;;;;;;;;;;;;;
"Moray";"Heldon & Laich";"Neil Hutchinson ";"Ind";92;;;;;;;;;;;;;;;
"Moray";"Keith & Cullen";"Gary Coull ";"SNP";1555;1;;;;;;;;;;;;;;
"Moray";"Keith & Cullen";"Ron Shepherd ";"Ind";827;1;;;;;;;;;;;;;;
"Moray";"Keith & Cullen";"Stewart Cree ";"Ind";698;1;;;;;;;;;;;;;;
"Moray";"Keith & Cullen";"Percy Watt ";"Ind";582;;;;;;;;;;;;;;;
"Moray";"Keith & Cullen";"Peter Matheson ";"LD";300;;;;;;;;;;;;;;;
"Moray";"Keith & Cullen";"Olive Starsmore ";"C";256;;;;;;;;;;;;;;;
"Moray";"Speyside Glenlivet";"Pearl Paul ";"SNP";1107;1;;;;;;;;;;;;;;
"Moray";"Speyside Glenlivet";"Mike McConachie ";"SNP";881;1;;;;;;;;;;;;;;
"Moray";"Speyside Glenlivet";"Gordon Henderson ";"C";658;;;;;;;;;;;;;;;
"Moray";"Speyside Glenlivet";"Fiona Murdoch ";"Ind";571;1;;;;;;;;;;;;;;
"Moray";"Speyside Glenlivet";"Andrina Taylor ";"Ind";462;;;;;;;;;;;;;;;
"Moray";"Speyside Glenlivet";"Matthew Desmond ";"UKIP";116;;;;;;;;;;;;;;;
"North Ayrshire";"Ardrossan & Arran";"Margie Currie ";"Ind";1439;1;;;;;;;;;;;;;;
"North Ayrshire";"Ardrossan & Arran";"Tony Gurney ";"SNP";1414;1;;;;;;;;;;;;;;
"North Ayrshire";"Ardrossan & Arran";"Peter McNamara ";"Lab";1007;1;;;;;;;;;;;;;;
"North Ayrshire";"Ardrossan & Arran";"John Hunter ";"Ind";952;1;;;;;;;;;;;;;;
"North Ayrshire";"Ardrossan & Arran";"Gordon Allison ";"C";857;;;;;;;;;;;;;;;
"North Ayrshire";"Ardrossan & Arran";"Margaret Munn ";"Lab";829;;;;;;;;;;;;;;;
"North Ayrshire";"Ardrossan & Arran";"William McLaren ";"SNP";573;;;;;;;;;;;;;;;
"North Ayrshire";"Ardrossan & Arran";"Kenneth MacDougall ";"Ind";228;;;;;;;;;;;;;;;
"North Ayrshire";"Ardrossan & Arran";"Nigel Hunter ";"SSP";144;;;;;;;;;;;;;;;
"North Ayrshire";"Dalry & West Kilbride";"Elizabeth McLardy ";"Ind";1637;1;;;;;;;;;;;;;;
"North Ayrshire";"Dalry & West Kilbride";"John Reid ";"Lab";1176;1;;;;;;;;;;;;;;
"North Ayrshire";"Dalry & West Kilbride";"Catherine McMillan ";"SNP";1084;;;;;;;;;;;;;;;
"North Ayrshire";"Dalry & West Kilbride";"Robert Barr ";"C";962;1;;;;;;;;;;;;;;
"North Ayrshire";"Dalry & West Kilbride";"Ian Richardson ";"C";242;;;;;;;;;;;;;;;
"North Ayrshire";"Dalry & West Kilbride";"David Park ";"Ind";213;;;;;;;;;;;;;;;
"North Ayrshire";"Dalry & West Kilbride";"Susan Clark ";"LD";174;;;;;;;;;;;;;;;
"North Ayrshire";"Dalry & West Kilbride";"Louise McDaid ";"SocLab";162;;;;;;;;;;;;;;;
"North Ayrshire";"Irvine E.";"Joan Sturgeon ";"SNP";2293;1;;;;;;;;;;;;;;
"North Ayrshire";"Irvine E.";"Tom Barr ";"Lab";1302;1;;;;;;;;;;;;;;
"North Ayrshire";"Irvine E.";"Jane Gorman ";"Lab";851;;;;;;;;;;;;;;;
"North Ayrshire";"Irvine E.";"John Moffat ";"Lab";850;1;;;;;;;;;;;;;;
"North Ayrshire";"Irvine E.";"Jane Belding ";"C";759;;;;;;;;;;;;;;;
"North Ayrshire";"Irvine E.";"Ruby Kirkwood ";"LD";543;1;;;;;;;;;;;;;;
"North Ayrshire";"Irvine E.";"Danny McGregor ";"Sol";355;;;;;;;;;;;;;;;
"North Ayrshire";"Irvine E.";"Denise Morton ";"SSP";117;;;;;;;;;;;;;;;
"North Ayrshire";"Irvine W.";"Matt Brown ";"SNP";2247;1;;;;;;;;;;;;;;
"North Ayrshire";"Irvine W.";"Ian Clarkson ";"Lab";1710;1;;;;;;;;;;;;;;
"North Ayrshire";"Irvine W.";"Pat McPhee ";"C";799;1;;;;;;;;;;;;;;
"North Ayrshire";"Irvine W.";"David O'Neill ";"Lab";776;1;;;;;;;;;;;;;;
"North Ayrshire";"Irvine W.";"Jim Byrne ";"Sol";517;;;;;;;;;;;;;;;
"North Ayrshire";"Irvine W.";"John McKay ";"Lab";508;;;;;;;;;;;;;;;
"North Ayrshire";"Irvine W.";"Iain Dale ";"LD";453;;;;;;;;;;;;;;;
"North Ayrshire";"Irvine W.";"Bobby Cochrane ";"SocLab";103;;;;;;;;;;;;;;;
"North Ayrshire";"Kilbirnie & Beith";"Craig Taylor ";"SNP";1329;1;;;;;;;;;;;;;;
"North Ayrshire";"Kilbirnie & Beith";"John Bell ";"Lab";1313;1;;;;;;;;;;;;;;
"North Ayrshire";"Kilbirnie & Beith";"Jean Highgate ";"Ind";947;1;;;;;;;;;;;;;;
"North Ayrshire";"Kilbirnie & Beith";"Donald Reid ";"Lab";849;;;;;;;;;;;;;;;
"North Ayrshire";"Kilbirnie & Beith";"John Smith ";"C";562;;;;;;;;;;;;;;;
"North Ayrshire";"Kilbirnie & Beith";"John Johnstone ";"Ind";265;;;;;;;;;;;;;;;
"North Ayrshire";"Kilbirnie & Beith";"Jenny Hutton ";"LD";188;;;;;;;;;;;;;;;
"North Ayrshire";"Kilbirnie & Beith";"William Fyfe ";"Ind";116;;;;;;;;;;;;;;;
"North Ayrshire";"Kilbirnie & Beith";"Iain Walker ";"Ind";106;;;;;;;;;;;;;;;
"North Ayrshire";"Kilwinning";"John Ferguson ";"SNP";1749;1;;;;;;;;;;;;;;
"North Ayrshire";"Kilwinning";"Margaret McDougall ";"Lab";1033;1;;;;;;;;;;;;;;
"North Ayrshire";"Kilwinning";"Ryan Oldfather ";"Lab";872;1;;;;;;;;;;;;;;
"North Ayrshire";"Kilwinning";"Gail Allison ";"C";869;;;;;;;;;;;;;;;
"North Ayrshire";"Kilwinning";"Andrew Chamberlain ";"LD";713;1;;;;;;;;;;;;;;
"North Ayrshire";"Kilwinning";"Donald Reid ";"Lab";513;;;;;;;;;;;;;;;
"North Ayrshire";"Kilwinning";"Leanne Dorans ";"Ind";468;;;;;;;;;;;;;;;
"North Ayrshire";"Kilwinning";"Sandy Clarke ";"Sol";255;;;;;;;;;;;;;;;
"North Ayrshire";"North Coast & Cumbraes";"Alan Hill ";"SNP";2357;1;;;;;;;;;;;;;;
"North Ayrshire";"North Coast & Cumbraes";"Alex Gallagher ";"Lab";1549;1;;;;;;;;;;;;;;
"North Ayrshire";"North Coast & Cumbraes";"Elisabethe Marshall ";"C";1007;1;;;;;;;;;;;;;;
"North Ayrshire";"North Coast & Cumbraes";"Tom Marshall ";"C";719;;;;;;;;;;;;;;;
"North Ayrshire";"North Coast & Cumbraes";"Bobby Rae ";"SNP";715;1;;;;;;;;;;;;;;
"North Ayrshire";"North Coast & Cumbraes";"Ian Murdoch ";"Ind";587;;;;;;;;;;;;;;;
"North Ayrshire";"North Coast & Cumbraes";"Lewis Hutton ";"LD";493;;;;;;;;;;;;;;;
"North Ayrshire";"North Coast & Cumbraes";"Gerard Langan ";"Ind";377;;;;;;;;;;;;;;;
"North Ayrshire";"Saltcoats & Stevenston";"William Gibson ";"SNP";1629;1;;;;;;;;;;;;;;
"North Ayrshire";"Saltcoats & Stevenston";"Ronnie McNicol ";"Ind";1362;1;;;;;;;;;;;;;;
"North Ayrshire";"Saltcoats & Stevenston";"David Munn ";"Lab";943;1;;;;;;;;;;;;;;
"North Ayrshire";"Saltcoats & Stevenston";"Alan Munro ";"Lab";902;1;;;;;;;;;;;;;;
"North Ayrshire";"Saltcoats & Stevenston";"Nan Wallace ";"SNP";691;;;;;;;;;;;;;;;
"North Ayrshire";"Saltcoats & Stevenston";"Sam Taylor ";"Lab";683;;;;;;;;;;;;;;;
"North Ayrshire";"Saltcoats & Stevenston";"Stewart Ferguson ";"C";554;;;;;;;;;;;;;;;
"North Ayrshire";"Saltcoats & Stevenston";"Margaret Walsh ";"Ind";496;;;;;;;;;;;;;;;
"North Lanarkshire";"Abronhill, Kildrum & The Village";"Stephen Grant ";"Lab";1939;1;;;;;;;;;;;;;;
"North Lanarkshire";"Abronhill, Kildrum & The Village";"Elizabeth Irvine ";"SNP";1753;1;;;;;;;;;;;;;;
"North Lanarkshire";"Abronhill, Kildrum & The Village";"Tom Johnston ";"SNP";1430;1;;;;;;;;;;;;;;
"North Lanarkshire";"Abronhill, Kildrum & The Village";"Anne Macdonald ";"CICA";331;;;;;;;;;;;;;;;
"North Lanarkshire";"Abronhill, Kildrum & The Village";"Carol Boyle ";"LD";292;;;;;;;;;;;;;;;
"North Lanarkshire";"Abronhill, Kildrum & The Village";"Barbara Harvey ";"SSP";165;;;;;;;;;;;;;;;
"North Lanarkshire";"Abronhill, Kildrum & The Village";"Robert Paterson ";"C";160;;;;;;;;;;;;;;;
"North Lanarkshire";"Abronhill, Kildrum & The Village";"Robert Kelso ";"Ind";109;;;;;;;;;;;;;;;
"North Lanarkshire";"Airdrie C.";"David Stocks ";"SNP";1924;1;;;;;;;;;;;;;;
"North Lanarkshire";"Airdrie C.";"Jim Logue ";"Lab";1256;1;;;;;;;;;;;;;;
"North Lanarkshire";"Airdrie C.";"Peter Sullivan ";"Lab";829;;;;;;;;;;;;;;;
"North Lanarkshire";"Airdrie C.";"George Devine ";"Ind";630;1;;;;;;;;;;;;;;
"North Lanarkshire";"Airdrie C.";"Ian McNeil ";"Ind";351;;;;;;;;;;;;;;;
"North Lanarkshire";"Airdrie C.";"Cynthia Mackenzie ";"C";318;;;;;;;;;;;;;;;
"North Lanarkshire";"Airdrie C.";"Audrey McMath ";"SSP";95;;;;;;;;;;;;;;;
"North Lanarkshire";"Airdrie N.";"Sophia Coyle ";"SNP";1745;1;;;;;;;;;;;;;;
"North Lanarkshire";"Airdrie N.";"Tommy Morgan ";"Lab";1176;1;;;;;;;;;;;;;;
"North Lanarkshire";"Airdrie N.";"Campbell Cameron ";"SNP";1110;1;;;;;;;;;;;;;;
"North Lanarkshire";"Airdrie N.";"Jim McGuigan ";"Lab";767;1;;;;;;;;;;;;;;
"North Lanarkshire";"Airdrie N.";"Tony Beekman ";"Lab";506;;;;;;;;;;;;;;;
"North Lanarkshire";"Airdrie N.";"Dave Stewart ";"C";493;;;;;;;;;;;;;;;
"North Lanarkshire";"Airdrie N.";"Patrick Rolink ";"Ind";442;;;;;;;;;;;;;;;
"North Lanarkshire";"Airdrie N.";"Patricia Maguire ";"LD";229;;;;;;;;;;;;;;;
"North Lanarkshire";"Airdrie N.";"Alan Love ";"Ind";89;;;;;;;;;;;;;;;
"North Lanarkshire";"Airdrie N.";"Ian Smith ";"SSP";77;;;;;;;;;;;;;;;
"North Lanarkshire";"Airdrie S.";"Michael Coyle ";"SNP";2845;1;;;;;;;;;;;;;;
"North Lanarkshire";"Airdrie S.";"Tom Curley ";"Lab";1706;1;;;;;;;;;;;;;;
"North Lanarkshire";"Airdrie S.";"David Fagan ";"Lab";712;1;;;;;;;;;;;;;;
"North Lanarkshire";"Airdrie S.";"Rhona Thornton ";"C";625;;;;;;;;;;;;;;;
"North Lanarkshire";"Airdrie S.";"Morag Thomson ";"Lab";570;;;;;;;;;;;;;;;
"North Lanarkshire";"Airdrie S.";"John Love ";"LD";566;1;;;;;;;;;;;;;;
"North Lanarkshire";"Airdrie S.";"Fraser Coats ";"SSP";173;;;;;;;;;;;;;;;
"North Lanarkshire";"Bellshill";"Richard Lyle ";"SNP";1523;1;;;;;;;;;;;;;;
"North Lanarkshire";"Bellshill";"Harry Curran ";"Lab";1297;1;;;;;;;;;;;;;;
"North Lanarkshire";"Bellshill";"Harry McGuigan ";"Lab";1128;1;;;;;;;;;;;;;;
"North Lanarkshire";"Bellshill";"Helen Gallett ";"SNP";447;;;;;;;;;;;;;;;
"North Lanarkshire";"Bellshill";"George Clark ";"C";366;;;;;;;;;;;;;;;
"North Lanarkshire";"Bellshill";"William Devlin ";"Ind";147;;;;;;;;;;;;;;;
"North Lanarkshire";"Bellshill";"Ray Gunnion ";"Sol";138;;;;;;;;;;;;;;;
"North Lanarkshire";"Coatbridge N. & Glenboig";"John Wilson ";"SNP";1983;1;;;;;;;;;;;;;;
"North Lanarkshire";"Coatbridge N. & Glenboig";"Tony Clarke ";"Lab";1982;1;;;;;;;;;;;;;;
"North Lanarkshire";"Coatbridge N. & Glenboig";"Bill Shields ";"Lab";828;1;;;;;;;;;;;;;;
"North Lanarkshire";"Coatbridge N. & Glenboig";"Alexander Thornton ";"C";714;;;;;;;;;;;;;;;
"North Lanarkshire";"Coatbridge N. & Glenboig";"Martin McWilliams ";"Ind";604;1;;;;;;;;;;;;;;
"North Lanarkshire";"Coatbridge N. & Glenboig";"Gerry Somers ";"Lab";416;;;;;;;;;;;;;;;
"North Lanarkshire";"Coatbridge N. & Glenboig";"John Moffat ";"SSP";219;;;;;;;;;;;;;;;
"North Lanarkshire";"Coatbridge S.";"James Brooks ";"Lab";1682;1;;;;;;;;;;;;;;
"North Lanarkshire";"Coatbridge S.";"Ian Ferrie ";"SNP";1503;1;;;;;;;;;;;;;;
"North Lanarkshire";"Coatbridge S.";"John Higgins ";"Lab";1057;1;;;;;;;;;;;;;;
"North Lanarkshire";"Coatbridge S.";"Robert Hargrave ";"C";392;;;;;;;;;;;;;;;
"North Lanarkshire";"Coatbridge S.";"Craig Coats ";"SSP";172;;;;;;;;;;;;;;;
"North Lanarkshire";"Coatbridge W.";"Tom Maginnis ";"Lab";1872;1;;;;;;;;;;;;;;
"North Lanarkshire";"Coatbridge W.";"Jim Smith ";"Lab";1476;1;;;;;;;;;;;;;;
"North Lanarkshire";"Coatbridge W.";"Paul Welsh ";"SNP";1218;1;;;;;;;;;;;;;;
"North Lanarkshire";"Coatbridge W.";"Mak Oak ";"C";251;;;;;;;;;;;;;;;
"North Lanarkshire";"Coatbridge W.";"Charlie McCarthy ";"SSP";192;;;;;;;;;;;;;;;
"North Lanarkshire";"Cumbernauld N.";"Alan O'Brien ";"SNP";1645;1;;;;;;;;;;;;;;
"North Lanarkshire";"Cumbernauld N.";"Bob Chadha ";"Lab";1576;1;;;;;;;;;;;;;;
"North Lanarkshire";"Cumbernauld N.";"Barry McCulloch ";"Lab";1362;1;;;;;;;;;;;;;;
"North Lanarkshire";"Cumbernauld N.";"Gordon Murray ";"CICA";727;1;;;;;;;;;;;;;;
"North Lanarkshire";"Cumbernauld N.";"Norman Robinson ";"SNP";641;;;;;;;;;;;;;;;
"North Lanarkshire";"Cumbernauld N.";"Christina Giggie ";"C";375;;;;;;;;;;;;;;;
"North Lanarkshire";"Cumbernauld N.";"Pamela Wilson ";"LD";321;;;;;;;;;;;;;;;
"North Lanarkshire";"Cumbernauld N.";"Donald Masterton ";"CICA";247;;;;;;;;;;;;;;;
"North Lanarkshire";"Cumbernauld N.";"Davina McNeill ";"SSP";101;;;;;;;;;;;;;;;
"North Lanarkshire";"Cumbernauld S.";"William Goldie ";"SNP";1871;1;;;;;;;;;;;;;;
"North Lanarkshire";"Cumbernauld S.";"Danny Carrigan ";"Lab";1806;1;;;;;;;;;;;;;;
"North Lanarkshire";"Cumbernauld S.";"Gerry McElroy ";"Lab";1280;1;;;;;;;;;;;;;;
"North Lanarkshire";"Cumbernauld S.";"William Homer ";"SNP";791;1;;;;;;;;;;;;;;
"North Lanarkshire";"Cumbernauld S.";"Neil McCallum ";"SNP";701;;;;;;;;;;;;;;;
"North Lanarkshire";"Cumbernauld S.";"Alan Sneddon ";"CICA";370;;;;;;;;;;;;;;;
"North Lanarkshire";"Cumbernauld S.";"Michael Allen ";"LD";359;;;;;;;;;;;;;;;
"North Lanarkshire";"Cumbernauld S.";"Rose Bowie ";"CICA";318;;;;;;;;;;;;;;;
"North Lanarkshire";"Cumbernauld S.";"Margaret Hooper ";"C";276;;;;;;;;;;;;;;;
"North Lanarkshire";"Cumbernauld S.";"Kenny McEwan ";"SSP";252;;;;;;;;;;;;;;;
"North Lanarkshire";"Fortissat";"Jim Robertson ";"Lab";1596;1;;;;;;;;;;;;;;
"North Lanarkshire";"Fortissat";"Charles Cefferty ";"Ind";1529;1;;;;;;;;;;;;;;
"North Lanarkshire";"Fortissat";"Malcolm McMillan ";"SNP";1396;1;;;;;;;;;;;;;;
"North Lanarkshire";"Fortissat";"Clare Quigley ";"Lab";1125;;;;;;;;;;;;;;;
"North Lanarkshire";"Kilsyth";"Francis Griffin ";"Lab";2037;1;;;;;;;;;;;;;;
"North Lanarkshire";"Kilsyth";"David Key ";"SNP";1480;1;;;;;;;;;;;;;;
"North Lanarkshire";"Kilsyth";"Jean Jones ";"Lab";1386;1;;;;;;;;;;;;;;
"North Lanarkshire";"Kilsyth";"Archie Giggie ";"C";260;;;;;;;;;;;;;;;
"North Lanarkshire";"Kilsyth";"Willie O'Neill ";"SSP";162;;;;;;;;;;;;;;;
"North Lanarkshire";"Mossend & Holytown";"James Coyle ";"Lab";1680;1;;;;;;;;;;;;;;
"North Lanarkshire";"Mossend & Holytown";"Paul Delaney ";"SNP";1365;1;;;;;;;;;;;;;;
"North Lanarkshire";"Mossend & Holytown";"Kevin McKeown ";"Lab";886;1;;;;;;;;;;;;;;
"North Lanarkshire";"Mossend & Holytown";"Elizabeth McLeod ";"C";386;;;;;;;;;;;;;;;
"North Lanarkshire";"Mossend & Holytown";"Jim Reddin ";"Ind";191;;;;;;;;;;;;;;;
"North Lanarkshire";"Motherwell N.";"Peter Nolan ";"Lab";1532;1;;;;;;;;;;;;;;
"North Lanarkshire";"Motherwell N.";"Gordon Stewart ";"SNP";1480;1;;;;;;;;;;;;;;
"North Lanarkshire";"Motherwell N.";"Helen McKenna ";"Lab";1234;1;;;;;;;;;;;;;;
"North Lanarkshire";"Motherwell N.";"Annita McAuley ";"Lab";1067;1;;;;;;;;;;;;;;
"North Lanarkshire";"Motherwell N.";"Stuart Douglas ";"LD";465;;;;;;;;;;;;;;;
"North Lanarkshire";"Motherwell N.";"Neil Richardson ";"C";383;;;;;;;;;;;;;;;
"North Lanarkshire";"Motherwell N.";"Tom Kennedy ";"Ind";379;;;;;;;;;;;;;;;
"North Lanarkshire";"Motherwell S.E. & Ravenscraig";"Alan Valentine ";"SNP";2048;1;;;;;;;;;;;;;;
"North Lanarkshire";"Motherwell S.E. & Ravenscraig";"Tommy Lunny ";"Lab";1153;1;;;;;;;;;;;;;;
"North Lanarkshire";"Motherwell S.E. & Ravenscraig";"Kaye Harmon ";"Lab";1014;1;;;;;;;;;;;;;;
"North Lanarkshire";"Motherwell S.E. & Ravenscraig";"Gary O'Rorke ";"Lab";782;;;;;;;;;;;;;;;
"North Lanarkshire";"Motherwell S.E. & Ravenscraig";"Linsey McKay ";"C";699;1;;;;;;;;;;;;;;
"North Lanarkshire";"Motherwell S.E. & Ravenscraig";"Joyce Carmichael ";"SSP";240;;;;;;;;;;;;;;;
"North Lanarkshire";"Motherwell W.";"Annette Valentine ";"SNP";1573;1;;;;;;;;;;;;;;
"North Lanarkshire";"Motherwell W.";"Michael Ross ";"Lab";1270;1;;;;;;;;;;;;;;
"North Lanarkshire";"Motherwell W.";"Paul Kelly ";"Lab";1237;1;;;;;;;;;;;;;;
"North Lanarkshire";"Motherwell W.";"Robert Burgess ";"C";812;;;;;;;;;;;;;;;
"North Lanarkshire";"Motherwell W.";"Gordon Weir ";"Ind";205;;;;;;;;;;;;;;;
"North Lanarkshire";"Murdostoun";"Jimmy Martin ";"Lab";1449;1;;;;;;;;;;;;;;
"North Lanarkshire";"Murdostoun";"John Taggart ";"SNP";1322;1;;;;;;;;;;;;;;
"North Lanarkshire";"Murdostoun";"Robert McKendrick ";"Ind";1085;1;;;;;;;;;;;;;;
"North Lanarkshire";"Murdostoun";"Nicky Shevlin ";"Lab";804;1;;;;;;;;;;;;;;
